,Player,Pos,Team,Home/Away,Spread,CAR,YDS,AVG,TD,LONG,Opponent,ATT / G,Rush Y/A,Rush Y/G,TD / G,Team TD/G,Team Points/G,Team Rush Avg.,Team RUSH TD/G,Team Rush Att/G,Team Rush Yards/G,Team Passing  Pct.,Team Passing Yards/Att,Team Passing TD / G,Team INT/G,Team Passing Att/G,Team Passing Yards/G,Team Total Yards/Play,Team Total Yards/G,Opp TD/G,Opp Points/G,Opp Rush Avg.,Opp Rush TD/ G,Opp Rush Att/G,Opp Rush Yards/G,Opp Passing Pct.,Opp Passing Yards/Att,Opp Passing Att/G,Opp Passing Yards/G,Opp Passing Comp / G,Opp Passing TDs /G,Opp INT / G,Opp Total Yards/Play,Opp Total Yards/G,Opp 3rd Down Conversion %,Opp Sacks/G,Opp Passes Defended/G
372,A'Marion Peterson,RB,USC,1,-30.5,3,18,6.0,1,9,Utah State,1.6,4.1,6.5,0.1,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,4.666666666666667,37.8,5.38,2.25,39.83,214.5,67.9,7.8,32.8,255.6,22.25,2.333333333333333,1.083333333333333,6.48,470.1,43.79,2.33,3.5
373,Woody Marks,RB,USC,0,-4.5,13,100,7.7,0,65,Michigan,16.5,5.7,94.4,0.75,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,2.230769230769231,19.9,3.06,0.7692307692307693,29.62,90.69,60.1,6.4,33.5,216.3,20.15384615384615,1.461538461538461,0.9230769230769231,4.86,307.0,41.4,2.77,5.0
374,Quinten Joyner,RB,USC,0,-4.5,3,23,7.7,0,11,Michigan,5.25,7.6,39.8,0.25,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,2.230769230769231,19.9,3.06,0.7692307692307693,29.62,90.69,60.1,6.4,33.5,216.3,20.15384615384615,1.461538461538461,0.9230769230769231,4.86,307.0,41.4,2.77,5.0
375,Woody Marks,RB,USC,1,-13.5,19,63,3.3,0,10,Wisconsin,16.5,5.7,94.4,0.75,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,2.833333333333333,23.1,4.63,1.666666666666667,35.67,165.0,62.5,6.6,26.9,177.7,16.83333333333333,1.0,0.3333333333333333,5.48,342.7,39.24,1.42,3.42
376,Quinten Joyner,RB,USC,1,-13.5,6,49,8.2,0,15,Wisconsin,5.25,7.6,39.8,0.25,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,2.833333333333333,23.1,4.63,1.666666666666667,35.67,165.0,62.5,6.6,26.9,177.7,16.83333333333333,1.0,0.3333333333333333,5.48,342.7,39.24,1.42,3.42
377,Bryan Jackson,RB,USC,1,-13.5,4,12,3.0,0,9,Wisconsin,2.769230769230769,5.2,14.5,0.07692307692307693,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,2.833333333333333,23.1,4.63,1.666666666666667,35.67,165.0,62.5,6.6,26.9,177.7,16.83333333333333,1.0,0.3333333333333333,5.48,342.7,39.24,1.42,3.42
378,Woody Marks,RB,USC,0,-9.5,20,134,6.7,1,20,Minnesota,16.5,5.7,94.4,0.75,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,1.923076923076923,16.9,3.5,1.076923076923077,31.31,109.62,59.0,6.1,28.7,176.1,16.92307692307692,0.8461538461538461,1.307692307692308,4.76,285.7,38.95,2.15,5.85
379,Quinten Joyner,RB,USC,0,-9.5,4,44,11.0,0,21,Minnesota,5.25,7.6,39.8,0.25,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,1.923076923076923,16.9,3.5,1.076923076923077,31.31,109.62,59.0,6.1,28.7,176.1,16.92307692307692,0.8461538461538461,1.307692307692308,4.76,285.7,38.95,2.15,5.85
380,Bryan Jackson,RB,USC,0,-9.5,1,2,2.0,0,2,Minnesota,2.769230769230769,5.2,14.5,0.07692307692307693,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,1.923076923076923,16.9,3.5,1.076923076923077,31.31,109.62,59.0,6.1,28.7,176.1,16.92307692307692,0.8461538461538461,1.307692307692308,4.76,285.7,38.95,2.15,5.85
381,Woody Marks,RB,USC,1,3.5,20,111,5.6,0,28,Penn State,16.5,5.7,94.4,0.75,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,1.75,16.5,3.05,0.625,33.38,101.88,60.0,6.5,29.7,192.9,17.8125,1.125,1.25,4.67,294.8,37.16,2.75,4.5
382,Quinten Joyner,RB,USC,1,3.5,3,82,27.3,1,75,Penn State,5.25,7.6,39.8,0.25,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,1.75,16.5,3.05,0.625,33.38,101.88,60.0,6.5,29.7,192.9,17.8125,1.125,1.25,4.67,294.8,37.16,2.75,4.5
383,Woody Marks,RB,USC,0,-6.5,17,82,4.8,1,16,Maryland,16.5,5.7,94.4,0.75,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,3.666666666666667,30.4,3.84,1.583333333333333,35.58,136.75,62.5,7.5,32.0,241.3,20.0,1.833333333333333,0.75,5.59,378.1,40.12,1.17,2.75
384,Quinten Joyner,RB,USC,0,-6.5,3,6,2.0,0,4,Maryland,5.25,7.6,39.8,0.25,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,3.666666666666667,30.4,3.84,1.583333333333333,35.58,136.75,62.5,7.5,32.0,241.3,20.0,1.833333333333333,0.75,5.59,378.1,40.12,1.17,2.75
385,Woody Marks,RB,USC,1,-13.5,15,94,6.3,3,22,Rutgers,16.5,5.7,94.4,0.75,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,3.384615384615385,25.4,5.21,2.0,31.23,162.77,60.0,7.0,32.8,231.1,19.69230769230769,1.384615384615385,0.6153846153846154,6.15,393.8,43.1,1.69,4.54
386,Quinten Joyner,RB,USC,1,-13.5,3,14,4.7,0,6,Rutgers,5.25,7.6,39.8,0.25,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,3.384615384615385,25.4,5.21,2.0,31.23,162.77,60.0,7.0,32.8,231.1,19.69230769230769,1.384615384615385,0.6153846153846154,6.15,393.8,43.1,1.69,4.54
387,A'Marion Peterson,RB,USC,1,-13.5,1,4,4.0,0,4,Rutgers,1.6,4.1,6.5,0.1,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,3.384615384615385,25.4,5.21,2.0,31.23,162.77,60.0,7.0,32.8,231.1,19.69230769230769,1.384615384615385,0.6153846153846154,6.15,393.8,43.1,1.69,4.54
388,Bryan Jackson,RB,USC,1,-13.5,2,3,1.5,0,2,Rutgers,2.769230769230769,5.2,14.5,0.07692307692307693,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,3.384615384615385,25.4,5.21,2.0,31.23,162.77,60.0,7.0,32.8,231.1,19.69230769230769,1.384615384615385,0.6153846153846154,6.15,393.8,43.1,1.69,4.54
389,Woody Marks,RB,USC,0,-2.5,22,123,5.6,1,19,Washington,16.5,5.7,94.4,0.75,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,2.923076923076923,23.8,4.56,1.538461538461539,35.46,161.85,55.7,5.7,29.0,166.5,16.15384615384615,1.230769230769231,0.6153846153846154,5.09,328.4,43.82,1.54,4.46
390,Quinten Joyner,RB,USC,0,-2.5,6,38,6.3,0,15,Washington,5.25,7.6,39.8,0.25,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,2.923076923076923,23.8,4.56,1.538461538461539,35.46,161.85,55.7,5.7,29.0,166.5,16.15384615384615,1.230769230769231,0.6153846153846154,5.09,328.4,43.82,1.54,4.46
391,Woody Marks,RB,USC,1,-6.5,19,146,7.7,0,34,Nebraska,16.5,5.7,94.4,0.75,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,2.461538461538462,19.5,3.37,0.6153846153846154,30.0,101.23,63.9,7.4,29.2,216.7,18.61538461538462,1.769230769230769,0.8461538461538461,5.37,317.9,35.22,2.31,4.08
392,Quinten Joyner,RB,USC,1,-6.5,7,19,2.7,0,6,Nebraska,5.25,7.6,39.8,0.25,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,2.461538461538462,19.5,3.37,0.6153846153846154,30.0,101.23,63.9,7.4,29.2,216.7,18.61538461538462,1.769230769230769,0.8461538461538461,5.37,317.9,35.22,2.31,4.08
393,Woody Marks,RB,USC,0,-4.5,18,76,4.2,0,16,UCLA,16.5,5.7,94.4,0.75,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,3.0,25.3,3.34,1.416666666666667,28.75,96.17,65.5,7.1,34.3,244.7,22.41666666666667,1.583333333333333,0.8333333333333334,5.41,340.8,48.39,1.83,5.0
394,Quinten Joyner,RB,USC,0,-4.5,4,24,6.0,0,21,UCLA,5.25,7.6,39.8,0.25,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,3.0,25.3,3.34,1.416666666666667,28.75,96.17,65.5,7.1,34.3,244.7,22.41666666666667,1.583333333333333,0.8333333333333334,5.41,340.8,48.39,1.83,5.0
395,Quinten Joyner,RB,USC,1,6.5,10,83,8.3,0,23,Notre Dame,5.25,7.6,39.8,0.25,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,1.875,15.5,3.78,1.0,36.5,138.06,52.1,6.0,28.2,169.4,14.6875,0.875,1.1875,4.75,307.4,32.26,2.5,5.13
396,Bryan Jackson,RB,USC,1,6.5,6,71,11.8,0,23,Notre Dame,2.769230769230769,5.2,14.5,0.07692307692307693,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,1.875,15.5,3.78,1.0,36.5,138.06,52.1,6.0,28.2,169.4,14.6875,0.875,1.1875,4.75,307.4,32.26,2.5,5.13
397,Woody Marks,RB,USC,1,6.5,6,33,5.5,0,14,Notre Dame,16.5,5.7,94.4,0.75,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,1.875,15.5,3.78,1.0,36.5,138.06,52.1,6.0,28.2,169.4,14.6875,0.875,1.1875,4.75,307.4,32.26,2.5,5.13
398,Jonah Coleman,RB,Washington,1,-25.5,11,104,9.5,0,64,Eastern Michigan,14.84615384615385,5.5,81.0,0.7692307692307693,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,3.583333333333333,27.9,4.48,1.583333333333333,36.33,162.83,63.8,8.6,25.8,220.9,16.41666666666667,1.833333333333333,0.4166666666666667,6.18,383.8,36.24,2.08,2.83
399,Adam Mohammed,RB,Washington,1,-25.5,3,26,8.7,0,14,Eastern Michigan,3.230769230769231,4.6,14.8,0.0,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,3.583333333333333,27.9,4.48,1.583333333333333,36.33,162.83,63.8,8.6,25.8,220.9,16.41666666666667,1.833333333333333,0.4166666666666667,6.18,383.8,36.24,2.08,2.83
400,Sam Adams II,RB,Washington,1,-25.5,4,6,1.5,0,7,Eastern Michigan,0.6666666666666666,2.4,1.6,0.0,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,3.583333333333333,27.9,4.48,1.583333333333333,36.33,162.83,63.8,8.6,25.8,220.9,16.41666666666667,1.833333333333333,0.4166666666666667,6.18,383.8,36.24,2.08,2.83
401,Jonah Coleman,RB,Washington,0,-8.5,14,75,5.4,0,29,Washington State,14.84615384615385,5.5,81.0,0.7692307692307693,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,3.692307692307693,29.9,5.24,1.769230769230769,32.85,172.08,63.2,7.2,37.4,270.5,23.61538461538462,1.923076923076923,1.076923076923077,6.3,442.6,38.6,1.85,4.23
402,Adam Mohammed,RB,Washington,0,-8.5,3,16,5.3,0,12,Washington State,3.230769230769231,4.6,14.8,0.0,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,3.692307692307693,29.9,5.24,1.769230769230769,32.85,172.08,63.2,7.2,37.4,270.5,23.61538461538462,1.923076923076923,1.076923076923077,6.3,442.6,38.6,1.85,4.23
403,Jonah Coleman,RB,Washington,1,-10.0,15,67,4.5,1,14,Northwestern,14.84615384615385,5.5,81.0,0.7692307692307693,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,3.166666666666667,26.3,4.0,1.833333333333333,32.5,129.92,62.7,7.1,32.6,231.8,20.41666666666667,1.25,0.8333333333333334,5.56,361.8,40.38,1.92,4.58
404,Adam Mohammed,RB,Washington,1,-10.0,4,18,4.5,0,7,Northwestern,3.230769230769231,4.6,14.8,0.0,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,3.166666666666667,26.3,4.0,1.833333333333333,32.5,129.92,62.7,7.1,32.6,231.8,20.41666666666667,1.25,0.8333333333333334,5.56,361.8,40.38,1.92,4.58
405,Jonah Coleman,RB,Washington,0,1.5,16,148,9.3,0,39,Rutgers,14.84615384615385,5.5,81.0,0.7692307692307693,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,3.384615384615385,25.4,5.21,2.0,31.23,162.77,60.0,7.0,32.8,231.1,19.69230769230769,1.384615384615385,0.6153846153846154,6.15,393.8,43.1,1.69,4.54
406,Jonah Coleman,RB,Washington,1,-1.5,18,80,4.4,1,27,Michigan,14.84615384615385,5.5,81.0,0.7692307692307693,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,2.230769230769231,19.9,3.06,0.7692307692307693,29.62,90.69,60.1,6.4,33.5,216.3,20.15384615384615,1.461538461538461,0.9230769230769231,4.86,307.0,41.4,2.77,5.0
407,Adam Mohammed,RB,Washington,1,-1.5,4,16,4.0,0,6,Michigan,3.230769230769231,4.6,14.8,0.0,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,2.230769230769231,19.9,3.06,0.7692307692307693,29.62,90.69,60.1,6.4,33.5,216.3,20.15384615384615,1.461538461538461,0.9230769230769231,4.86,307.0,41.4,2.77,5.0
408,Jonah Coleman,RB,Washington,0,2.5,9,80,8.9,0,31,Iowa,14.84615384615385,5.5,81.0,0.7692307692307693,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,2.076923076923077,17.8,3.69,0.3076923076923077,31.23,115.31,61.9,6.3,32.3,203.1,20.0,1.538461538461539,1.230769230769231,5.01,318.4,36.42,2.23,4.54
409,Adam Mohammed,RB,Washington,0,2.5,3,16,5.3,0,8,Iowa,3.230769230769231,4.6,14.8,0.0,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,2.076923076923077,17.8,3.69,0.3076923076923077,31.23,115.31,61.9,6.3,32.3,203.1,20.0,1.538461538461539,1.230769230769231,5.01,318.4,36.42,2.23,4.54
410,Daniyel Ngata,RB,Washington,0,2.5,2,9,4.5,0,6,Iowa,0.3076923076923077,2.3,0.7,0.0,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,2.076923076923077,17.8,3.69,0.3076923076923077,31.23,115.31,61.9,6.3,32.3,203.1,20.0,1.538461538461539,1.230769230769231,5.01,318.4,36.42,2.23,4.54
411,Sam Adams II,RB,Washington,0,2.5,2,2,1.0,0,3,Iowa,0.6666666666666666,2.4,1.6,0.0,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,2.076923076923077,17.8,3.69,0.3076923076923077,31.23,115.31,61.9,6.3,32.3,203.1,20.0,1.538461538461539,1.230769230769231,5.01,318.4,36.42,2.23,4.54
412,Jonah Coleman,RB,Washington,0,5.5,19,104,5.5,0,46,Indiana,14.84615384615385,5.5,81.0,0.7692307692307693,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,1.846153846153846,15.6,2.74,0.9230769230769231,29.31,80.23,62.5,5.8,30.5,176.1,19.07692307692308,0.8461538461538461,1.153846153846154,4.28,256.3,32.74,2.69,4.46
413,Adam Mohammed,RB,Washington,0,5.5,2,11,5.5,0,6,Indiana,3.230769230769231,4.6,14.8,0.0,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,1.846153846153846,15.6,2.74,0.9230769230769231,29.31,80.23,62.5,5.8,30.5,176.1,19.07692307692308,0.8461538461538461,1.153846153846154,4.28,256.3,32.74,2.69,4.46
414,Jonah Coleman,RB,Washington,1,2.5,23,104,4.5,2,19,USC,14.84615384615385,5.5,81.0,0.7692307692307693,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,2.923076923076923,24.1,4.54,1.461538461538461,31.08,141.23,67.7,7.0,33.6,235.8,22.76923076923077,1.153846153846154,0.9230769230769231,5.83,377.1,33.53,1.62,4.31
415,Adam Mohammed,RB,Washington,1,2.5,2,5,2.5,0,3,USC,3.230769230769231,4.6,14.8,0.0,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,2.923076923076923,24.1,4.54,1.461538461538461,31.08,141.23,67.7,7.0,33.6,235.8,22.76923076923077,1.153846153846154,0.9230769230769231,5.83,377.1,33.53,1.62,4.31
416,Jonah Coleman,RB,Washington,0,13.5,11,24,2.2,0,7,Penn State,14.84615384615385,5.5,81.0,0.7692307692307693,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,1.75,16.5,3.05,0.625,33.38,101.88,60.0,6.5,29.7,192.9,17.8125,1.125,1.25,4.67,294.8,37.16,2.75,4.5
417,Adam Mohammed,RB,Washington,0,13.5,8,20,2.5,0,9,Penn State,3.230769230769231,4.6,14.8,0.0,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,1.75,16.5,3.05,0.625,33.38,101.88,60.0,6.5,29.7,192.9,17.8125,1.125,1.25,4.67,294.8,37.16,2.75,4.5
418,Jordan Washington,RB,Washington,0,13.5,1,4,4.0,0,4,Penn State,1.5,2.3,3.5,0.0,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,1.75,16.5,3.05,0.625,33.38,101.88,60.0,6.5,29.7,192.9,17.8125,1.125,1.25,4.67,294.8,37.16,2.75,4.5
419,Jonah Coleman,RB,Washington,1,-5.5,21,95,4.5,2,15,UCLA,14.84615384615385,5.5,81.0,0.7692307692307693,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,3.0,25.3,3.34,1.416666666666667,28.75,96.17,65.5,7.1,34.3,244.7,22.41666666666667,1.583333333333333,0.8333333333333334,5.41,340.8,48.39,1.83,5.0
420,Adam Mohammed,RB,Washington,1,-5.5,2,-2,-1.0,0,0,UCLA,3.230769230769231,4.6,14.8,0.0,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,3.0,25.3,3.34,1.416666666666667,28.75,96.17,65.5,7.1,34.3,244.7,22.41666666666667,1.583333333333333,0.8333333333333334,5.41,340.8,48.39,1.83,5.0
421,Adam Mohammed,RB,Washington,0,17.5,4,23,5.8,0,11,Oregon,3.230769230769231,4.6,14.8,0.0,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,2.285714285714286,19.4,4.14,1.142857142857143,31.43,130.0,55.7,6.2,30.0,185.9,16.71428571428572,1.071428571428571,0.8571428571428571,5.14,315.9,33.7,2.86,5.36
422,Jonah Coleman,RB,Washington,0,17.5,11,3,0.3,1,5,Oregon,14.84615384615385,5.5,81.0,0.7692307692307693,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,2.285714285714286,19.4,4.14,1.142857142857143,31.43,130.0,55.7,6.2,30.0,185.9,16.71428571428572,1.071428571428571,0.8571428571428571,5.14,315.9,33.7,2.86,5.36
423,Chez Mellusi,RB,Wisconsin,1,-24.5,19,74,3.9,1,11,Western Michigan,14.0,4.1,58.0,0.75,2.75,22.6,4.37,1.583333333333333,35.17,153.67,57.0,6.5,1.166666666666667,0.8333333333333334,30.4,196.7,5.34,350.3,4.0,31.3,5.0,2.153846153846154,38.46,192.46,61.3,8.4,26.5,222.6,16.23076923076923,1.538461538461539,0.6153846153846154,6.39,415.1,42.68,1.46,4.69
424,Tawee Walker,RB,Wisconsin,1,-24.5,15,66,4.4,1,8,Western Michigan,17.27272727272727,4.5,78.5,0.9090909090909091,2.75,22.6,4.37,1.583333333333333,35.17,153.67,57.0,6.5,1.166666666666667,0.8333333333333334,30.4,196.7,5.34,350.3,4.0,31.3,5.0,2.153846153846154,38.46,192.46,61.3,8.4,26.5,222.6,16.23076923076923,1.538461538461539,0.6153846153846154,6.39,415.1,42.68,1.46,4.69
425,Cade Yacamelli,RB,Wisconsin,1,-24.5,4,35,8.8,0,12,Western Michigan,2.75,8.3,22.8,0.1666666666666667,2.75,22.6,4.37,1.583333333333333,35.17,153.67,57.0,6.5,1.166666666666667,0.8333333333333334,30.4,196.7,5.34,350.3,4.0,31.3,5.0,2.153846153846154,38.46,192.46,61.3,8.4,26.5,222.6,16.23076923076923,1.538461538461539,0.6153846153846154,6.39,415.1,42.68,1.46,4.69
426,Chez Mellusi,RB,Wisconsin,1,15.5,11,66,6.0,0,21,Alabama,14.0,4.1,58.0,0.75,2.75,22.6,4.37,1.583333333333333,35.17,153.67,57.0,6.5,1.166666666666667,0.8333333333333334,30.4,196.7,5.34,350.3,1.923076923076923,17.4,3.68,0.7692307692307693,37.46,137.85,59.7,6.0,30.4,182.2,18.15384615384615,1.0,1.307692307692308,4.72,320.1,32.8,1.92,5.31
427,Cade Yacamelli,RB,Wisconsin,1,15.5,8,39,4.9,0,17,Alabama,2.75,8.3,22.8,0.1666666666666667,2.75,22.6,4.37,1.583333333333333,35.17,153.67,57.0,6.5,1.166666666666667,0.8333333333333334,30.4,196.7,5.34,350.3,1.923076923076923,17.4,3.68,0.7692307692307693,37.46,137.85,59.7,6.0,30.4,182.2,18.15384615384615,1.0,1.307692307692308,4.72,320.1,32.8,1.92,5.31
428,Tawee Walker,RB,Wisconsin,1,15.5,11,26,2.4,0,8,Alabama,17.27272727272727,4.5,78.5,0.9090909090909091,2.75,22.6,4.37,1.583333333333333,35.17,153.67,57.0,6.5,1.166666666666667,0.8333333333333334,30.4,196.7,5.34,350.3,1.923076923076923,17.4,3.68,0.7692307692307693,37.46,137.85,59.7,6.0,30.4,182.2,18.15384615384615,1.0,1.307692307692308,4.72,320.1,32.8,1.92,5.31
429,Darrion Dupree,RB,Wisconsin,1,15.5,8,24,3.0,0,8,Alabama,7.181818181818182,4.0,28.8,0.09090909090909091,2.75,22.6,4.37,1.583333333333333,35.17,153.67,57.0,6.5,1.166666666666667,0.8333333333333334,30.4,196.7,5.34,350.3,1.923076923076923,17.4,3.68,0.7692307692307693,37.46,137.85,59.7,6.0,30.4,182.2,18.15384615384615,1.0,1.307692307692308,4.72,320.1,32.8,1.92,5.31
430,Tawee Walker,RB,Wisconsin,0,13.5,12,55,4.6,2,18,USC,17.27272727272727,4.5,78.5,0.9090909090909091,2.75,22.6,4.37,1.583333333333333,35.17,153.67,57.0,6.5,1.166666666666667,0.8333333333333334,30.4,196.7,5.34,350.3,2.923076923076923,24.1,4.54,1.461538461538461,31.08,141.23,67.7,7.0,33.6,235.8,22.76923076923077,1.153846153846154,0.9230769230769231,5.83,377.1,33.53,1.62,4.31
431,Chez Mellusi,RB,Wisconsin,0,13.5,10,32,3.2,0,7,USC,14.0,4.1,58.0,0.75,2.75,22.6,4.37,1.583333333333333,35.17,153.67,57.0,6.5,1.166666666666667,0.8333333333333334,30.4,196.7,5.34,350.3,2.923076923076923,24.1,4.54,1.461538461538461,31.08,141.23,67.7,7.0,33.6,235.8,22.76923076923077,1.153846153846154,0.9230769230769231,5.83,377.1,33.53,1.62,4.31
432,Darrion Dupree,RB,Wisconsin,0,13.5,2,13,6.5,0,10,USC,7.181818181818182,4.0,28.8,0.09090909090909091,2.75,22.6,4.37,1.583333333333333,35.17,153.67,57.0,6.5,1.166666666666667,0.8333333333333334,30.4,196.7,5.34,350.3,2.923076923076923,24.1,4.54,1.461538461538461,31.08,141.23,67.7,7.0,33.6,235.8,22.76923076923077,1.153846153846154,0.9230769230769231,5.83,377.1,33.53,1.62,4.31
